Grafo,Fuente,Sumidero,Media,Mediana,DesvStd,FlujoMax,Grado,CoefAg,CentCer,CentCag,Excentricidad,PageRag
Grafo4,13,2,0.0464,0.046,0.0188,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,3,0.0816,0.0661,0.0377,33,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,4,0.0493,0.04,0.0187,54,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,5,0.0517,0.044,0.0199,47,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,6,0.0628,0.072,0.0241,68,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,7,0.07,0.0779,0.0303,60,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,8,0.1108,0.0961,0.0545,64,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,9,0.0308,0.032,0.0028,32,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,10,0.04,0.035,0.0121,37,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,11,0.0404,0.036,0.0124,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,12,0.0548,0.056,0.0203,55,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,14,0.0376,0.0298,0.0143,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,15,0.0441,0.036,0.0167,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,16,0.0814,0.0801,0.0423,69,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,17,0.036,0.032,0.0122,48,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,18,0.054,0.056,0.021,41,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,13,19,0.0404,0.036,0.0135,53,6,0.2667,0.5588,0.0488,3,0.0547
Grafo4,14,0,0.0805,0.0763,0.0437,80,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,1,0.0419,0.0303,0.0302,49,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,2,0.1081,0.0881,0.0618,78,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,3,0.0252,0.025,0.0024,33,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,4,0.0404,0.04,0.0038,54,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,5,0.038,0.0325,0.0109,47,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,6,0.0372,0.0361,0.0036,68,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,7,0.0388,0.0323,0.0141,60,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,8,0.056,0.0365,0.0312,64,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,9,0.0916,0.0775,0.042,32,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,10,0.0949,0.0861,0.0471,37,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,11,0.0909,0.0981,0.0421,78,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,12,0.0716,0.078,0.0241,55,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,13,0.0917,0.0981,0.0428,69,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,15,0.0982,0.0998,0.028,71,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,16,0.0481,0.044,0.0092,73,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,17,0.0292,0.028,0.0019,48,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,18,0.0452,0.0393,0.0201,41,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,14,19,0.1085,0.1033,0.0505,53,9,0.1667,0.6552,0.1511,2,0.0796
Grafo4,15,0,0.0759,0.0583,0.0539,71,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,1,0.0675,0.0374,0.0529,49,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,2,0.0904,0.088,0.0338,71,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,3,0.0268,0.0278,0.002,33,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,4,0.0896,0.1001,0.0228,54,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,5,0.0381,0.0373,0.0022,47,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,6,0.071,0.08,0.0287,68,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,7,0.0316,0.032,0.0026,60,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,8,0.0752,0.0726,0.0333,64,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,9,0.0432,0.038,0.017,32,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,10,0.0388,0.0363,0.0068,37,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,11,0.0452,0.036,0.0212,71,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,12,0.0448,0.0398,0.0149,55,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,13,0.056,0.0486,0.0175,69,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,14,0.0609,0.0661,0.025,71,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,16,0.0705,0.0483,0.0388,71,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,17,0.0353,0.0268,0.0138,48,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,18,0.0272,0.026,0.0047,41,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,15,19,0.0653,0.075,0.019,53,6,0.4,0.5429,0.0422,3,0.0556
Grafo4,16,0,0.0916,0.0901,0.038,73,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,1,0.0725,0.0658,0.0334,49,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,2,0.057,0.0321,0.0362,73,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,3,0.0365,0.028,0.0147,33,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,4,0.0873,0.0421,0.0679,54,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,5,0.0933,0.0581,0.0684,47,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,6,0.052,0.0603,0.017,68,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,7,0.0644,0.08,0.0243,60,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,8,0.0332,0.032,0.0067,64,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,9,0.0842,0.072,0.0355,32,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,10,0.03,0.03,0.0018,37,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,11,0.054,0.0381,0.0304,73,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,12,0.0555,0.036,0.0377,55,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,13,0.0808,0.0761,0.0391,69,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,14,0.038,0.0353,0.0096,73,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,15,0.0552,0.0521,0.0203,71,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,17,0.0504,0.032,0.0279,48,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,18,0.0517,0.0576,0.0162,41,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,16,19,0.0556,0.038,0.026,53,7,0.1429,0.5938,0.1307,3,0.0656
Grafo4,17,0,0.064,0.057,0.0356,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,1,0.0708,0.0721,0.0388,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,2,0.0464,0.0325,0.0262,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,3,0.046,0.027,0.0354,33,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,4,0.0512,0.0373,0.0205,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,5,0.0484,0.0405,0.0263,47,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,6,0.0312,0.032,0.003,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,7,0.088,0.0846,0.0475,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,8,0.0809,0.07,0.0393,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,9,0.0456,0.0305,0.026,32,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,10,0.1032,0.102,0.0316,37,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,11,0.0268,0.028,0.0026,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,12,0.0696,0.0761,0.0183,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,13,0.1089,0.1102,0.0441,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,14,0.0384,0.0283,0.0211,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,15,0.0224,0.024,0.0022,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,16,0.0368,0.032,0.0102,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,18,0.0546,0.0368,0.034,41,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,17,19,0.0351,0.036,0.0028,48,4,0.5,0.4872,0.0054,3,0.0383
Grafo4,18,0,0.0228,0.0237,0.0019,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,1,0.0492,0.045,0.0204,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,2,0.034,0.0321,0.0119,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,3,0.0719,0.0763,0.0173,33,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,4,0.0297,0.0288,0.002,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,5,0.0266,0.024,0.0067,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,6,0.0572,0.05,0.028,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,7,0.032,0.026,0.0132,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,8,0.0459,0.0285,0.0364,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,9,0.0696,0.0693,0.0338,32,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,10,0.0364,0.036,0.0048,37,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,11,0.0304,0.024,0.0117,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,12,0.0305,0.028,0.0082,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,13,0.0483,0.0553,0.0171,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,14,0.05,0.048,0.0274,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,15,0.0324,0.024,0.0147,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,16,0.0616,0.055,0.0354,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,17,0.0288,0.0245,0.0082,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,18,19,0.0992,0.0848,0.0496,41,4,0.5,0.4872,0.0212,3,0.0389
Grafo4,19,0,0.0272,0.028,0.0016,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,1,0.0444,0.034,0.0174,49,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,2,0.0367,0.0335,0.0123,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,3,0.0326,0.0303,0.0085,33,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,4,0.0949,0.0721,0.0607,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,5,0.0917,0.0881,0.026,47,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,6,0.0296,0.028,0.0079,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,7,0.0272,0.0278,0.0024,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,8,0.027,0.028,0.002,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,9,0.0422,0.0388,0.0114,32,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,10,0.0461,0.044,0.0072,37,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,11,0.0672,0.062,0.0419,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,12,0.0773,0.0548,0.0534,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,13,0.0464,0.03,0.0344,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,14,0.0689,0.064,0.0399,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,15,0.0471,0.0295,0.0398,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,16,0.0472,0.044,0.0181,53,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,17,0.0676,0.0412,0.0417,48,4,0.5,0.5429,0.0151,3,0.0387
Grafo4,19,18,0.0985,0.104,0.0454,41,4,0.5,0.5429,0.0151,3,0.0387
Grafo5,0,1,0.0442,0.0363,0.0138,46,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,2,0.0947,0.0683,0.0655,47,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,3,0.0897,0.0841,0.0339,43,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,4,0.0176,0.0168,0.0018,12,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,5,0.0173,0.0165,0.0016,13,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,6,0.0276,0.0225,0.0108,24,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,7,0.0544,0.0481,0.035,33,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,8,0.0204,0.02,0.0021,33,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,9,0.0661,0.0391,0.0455,65,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,10,0.0518,0.0375,0.026,65,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,11,0.0328,0.0315,0.0063,49,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,12,0.0392,0.036,0.0127,65,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,13,0.033,0.0298,0.0096,65,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,14,0.03,0.0301,0.0036,44,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,15,0.0516,0.028,0.0457,65,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,16,0.0221,0.02,0.0093,36,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,17,0.018,0.0168,0.0023,23,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,18,0.0324,0.0345,0.0103,24,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,0,19,0.0484,0.0478,0.0176,55,5,0.1,0.5135,0.0918,3,0.0613
Grafo5,1,0,0.03,0.026,0.0092,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,2,0.0277,0.024,0.0111,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,3,0.052,0.0408,0.0226,43,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,4,0.0172,0.016,0.0019,12,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,5,0.0347,0.0368,0.007,13,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,6,0.0328,0.0302,0.0135,24,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,7,0.0332,0.0283,0.011,33,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,8,0.028,0.0233,0.0126,33,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,9,0.0212,0.02,0.0019,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,10,0.0409,0.038,0.02,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,11,0.0324,0.026,0.0136,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,12,0.0576,0.0582,0.0158,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,13,0.0321,0.028,0.0105,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,14,0.0332,0.032,0.0018,44,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,15,0.0264,0.023,0.0094,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,16,0.0496,0.0519,0.0088,36,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,17,0.0245,0.0208,0.0093,23,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,18,0.0456,0.052,0.0154,24,5,0.1,0.475,0.1323,4,0.0658
Grafo5,1,19,0.0411,0.0333,0.0176,46,5,0.1,0.475,0.1323,4,0.0658
Grafo5,2,0,0.0219,0.0203,0.0039,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,1,0.0319,0.032,0.0039,46,4,0,0.475,0.0687,4,0.0518
Grafo5,2,3,0.0624,0.072,0.0223,43,4,0,0.475,0.0687,4,0.0518
Grafo5,2,4,0.0168,0.016,0.0018,12,4,0,0.475,0.0687,4,0.0518
Grafo5,2,5,0.0196,0.02,0.0044,13,4,0,0.475,0.0687,4,0.0518
Grafo5,2,6,0.0777,0.068,0.0409,24,4,0,0.475,0.0687,4,0.0518
Grafo5,2,7,0.0245,0.0233,0.0067,33,4,0,0.475,0.0687,4,0.0518
Grafo5,2,8,0.0332,0.0263,0.0128,33,4,0,0.475,0.0687,4,0.0518
Grafo5,2,9,0.062,0.0583,0.0302,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,10,0.0572,0.0583,0.0063,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,11,0.0717,0.0572,0.0528,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,12,0.0728,0.0621,0.0284,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,13,0.0328,0.022,0.0177,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,14,0.0368,0.0365,0.003,44,4,0,0.475,0.0687,4,0.0518
Grafo5,2,15,0.0352,0.026,0.0175,47,4,0,0.475,0.0687,4,0.0518
Grafo5,2,16,0.0454,0.048,0.0195,36,4,0,0.475,0.0687,4,0.0518
Grafo5,2,17,0.0344,0.037,0.0092,23,4,0,0.475,0.0687,4,0.0518
Grafo5,2,18,0.0192,0.02,0.0019,24,4,0,0.475,0.0687,4,0.0518
Grafo5,2,19,0.0436,0.04,0.0157,47,4,0,0.475,0.0687,4,0.0518
Grafo5,3,0,0.0235,0.024,0.0022,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,1,0.0276,0.024,0.0073,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,2,0.074,0.059,0.0454,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,4,0.0176,0.0163,0.0025,12,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,5,0.0376,0.0398,0.0108,13,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,6,0.0516,0.0548,0.0276,24,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,7,0.0292,0.024,0.0105,33,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,8,0.0228,0.024,0.0021,33,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,9,0.0347,0.034,0.0122,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,10,0.03,0.024,0.0102,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,11,0.0276,0.024,0.0069,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,12,0.0757,0.0638,0.0372,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,13,0.0214,0.02,0.0025,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,14,0.0941,0.1041,0.0365,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,15,0.02,0.02,0.0023,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,16,0.0416,0.0303,0.0187,36,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,17,0.0547,0.058,0.0307,23,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,18,0.022,0.0228,0.0021,24,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,3,19,0.04,0.044,0.0139,43,4,0.1667,0.4634,0.0592,4,0.0519
Grafo5,4,0,0.0155,0.016,0.0013,12,1,0,0.3333,0,5,0.0189
Grafo5,4,1,0.0316,0.03,0.0135,12,1,0,0.3333,0,5,0.0189
Grafo5,4,2,0.0164,0.016,0.0023,12,1,0,0.3333,0,5,0.0189
Grafo5,4,3,0.0176,0.0165,0.002,12,1,0,0.3333,0,5,0.0189
Grafo5,4,5,0.034,0.04,0.0105,12,1,0,0.3333,0,5,0.0189
Grafo5,4,6,0.0547,0.0406,0.0377,12,1,0,0.3333,0,5,0.0189
Grafo5,4,7,0.0184,0.0195,0.0023,12,1,0,0.3333,0,5,0.0189
Grafo5,4,8,0.0244,0.0198,0.0099,12,1,0,0.3333,0,5,0.0189
Grafo5,4,9,0.0503,0.046,0.0099,12,1,0,0.3333,0,5,0.0189
Grafo5,4,10,0.032,0.028,0.0153,12,1,0,0.3333,0,5,0.0189
Grafo5,4,11,0.0324,0.024,0.0196,12,1,0,0.3333,0,5,0.0189
Grafo5,4,12,0.018,0.0163,0.0036,12,1,0,0.3333,0,5,0.0189
Grafo5,4,13,0.016,0.016,0.0023,12,1,0,0.3333,0,5,0.0189
Grafo5,4,14,0.0232,0.0183,0.0091,12,1,0,0.3333,0,5,0.0189
Grafo5,4,15,0.0165,0.016,0.0019,12,1,0,0.3333,0,5,0.0189
Grafo5,4,16,0.0359,0.04,0.0092,12,1,0,0.3333,0,5,0.0189
Grafo5,4,17,0.0192,0.017,0.0064,12,1,0,0.3333,0,5,0.0189
Grafo5,4,18,0.0182,0.018,0.0023,12,1,0,0.3333,0,5,0.0189
Grafo5,4,19,0.0291,0.0173,0.0187,12,1,0,0.3333,0,5,0.0189
Grafo5,5,0,0.0166,0.016,0.0018,13,1,0,0.3276,0,5,0.0187
Grafo5,5,1,0.0606,0.0542,0.016,13,1,0,0.3276,0,5,0.0187
Grafo5,5,2,0.0343,0.027,0.0176,13,1,0,0.3276,0,5,0.0187
Grafo5,5,3,0.0284,0.0335,0.0104,13,1,0,0.3276,0,5,0.0187
Grafo5,5,4,0.0272,0.0205,0.0118,12,1,0,0.3276,0,5,0.0187
Grafo5,5,6,0.0348,0.0405,0.0146,13,1,0,0.3276,0,5,0.0187
Grafo5,5,7,0.0243,0.02,0.0113,13,1,0,0.3276,0,5,0.0187
Grafo5,5,8,0.0184,0.018,0.0023,13,1,0,0.3276,0,5,0.0187
Grafo5,5,9,0.0212,0.02,0.0058,13,1,0,0.3276,0,5,0.0187
Grafo5,5,10,0.0156,0.016,0.0022,13,1,0,0.3276,0,5,0.0187
Grafo5,5,11,0.032,0.036,0.0103,13,1,0,0.3276,0,5,0.0187
Grafo5,5,12,0.0235,0.0173,0.0127,13,1,0,0.3276,0,5,0.0187
Grafo5,5,13,0.0226,0.02,0.0079,13,1,0,0.3276,0,5,0.0187
Grafo5,5,14,0.024,0.0185,0.0108,13,1,0,0.3276,0,5,0.0187
Grafo5,5,15,0.036,0.0395,0.0139,13,1,0,0.3276,0,5,0.0187
Grafo5,5,16,0.0236,0.019,0.0119,13,1,0,0.3276,0,5,0.0187
Grafo5,5,17,0.0204,0.02,0.0012,13,1,0,0.3276,0,5,0.0187
Grafo5,5,18,0.0424,0.048,0.0115,13,1,0,0.3276,0,5,0.0187
Grafo5,5,19,0.0396,0.0413,0.0124,13,1,0,0.3276,0,5,0.0187
Grafo5,6,0,0.0188,0.02,0.0021,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,1,0.048,0.0458,0.0098,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,2,0.0508,0.0383,0.0366,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,3,0.02,0.02,0.0022,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,4,0.0381,0.04,0.0089,12,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,5,0.0171,0.016,0.0017,13,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,7,0.0332,0.028,0.0164,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,8,0.0192,0.02,0.0018,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,9,0.0212,0.02,0.007,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,10,0.0745,0.0699,0.0319,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,11,0.0229,0.023,0.0043,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,12,0.0172,0.017,0.0023,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,13,0.0673,0.0525,0.0257,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,14,0.0281,0.024,0.0115,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,15,0.0228,0.0188,0.0095,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,16,0.0343,0.0272,0.0155,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,17,0.0376,0.042,0.0155,23,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,18,0.0186,0.019,0.0026,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,6,19,0.0312,0.034,0.0093,24,2,0,0.4043,0.0052,4,0.0283
Grafo5,7,0,0.0174,0.016,0.0021,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,1,0.036,0.025,0.0175,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,2,0.0188,0.02,0.0022,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,3,0.0628,0.0611,0.017,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,4,0.0394,0.026,0.0238,12,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,5,0.0239,0.02,0.0074,13,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,6,0.0781,0.0741,0.0331,24,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,8,0.0248,0.0238,0.0079,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,9,0.0309,0.0261,0.0116,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,10,0.0244,0.0215,0.0081,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,11,0.0457,0.042,0.0232,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,12,0.0288,0.0218,0.013,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,13,0.0652,0.0601,0.0169,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,14,0.0293,0.02,0.0135,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,15,0.0185,0.02,0.0019,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,16,0.0407,0.0383,0.0238,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,17,0.046,0.0318,0.0317,23,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,18,0.0324,0.026,0.0123,24,3,0,0.4872,0.0419,3,0.0398
Grafo5,7,19,0.0328,0.0335,0.014,33,3,0,0.4872,0.0419,3,0.0398
Grafo5,8,0,0.0488,0.0288,0.0412,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,1,0.0304,0.022,0.0132,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,2,0.0762,0.074,0.0261,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,3,0.022,0.022,0.0021,33,3,0,0.4524,0.034,4,0.0393
Grafo5,8,4,0.0176,0.016,0.0024,12,3,0,0.4524,0.034,4,0.0393
